Players_ID,Player_Name,Name,Surname,DOB,Turned pro,Weight,Height,Birth place,key,Nationality,Strong_hand,Weak_hand
105874,albano olivetti,Albano,Olivetti,1991-11-24,2010,104,203, France,albano olivetti,FRA, Right-Handed, One-Handed Backhand
105138,roberto bautista agut,Roberto,Bautista Agut,1988-04-14,2005,76,183, Spain,roberto bautista agut,ESP, Right-Handed, Two-Handed Backhand
105300,sergio gutierrez ferrol,Sergio,Gutierrez-Ferrol,1989-03-05,,,,,sergio gutierrez ferrol,ESP, Right-Handed,
104857,robert farah,Robert,Farah,1987-01-20,2010,91,191, Canada,robert farah,COL, Right-Handed, Two-Handed Backhand
105132,jurgen zopp,Jurgen,Zopp,1988-03-29,2008,88,191, Estonia,jurgen zopp,EST, Right-Handed, Two-Handed Backhand
105226,attila balazs,Attila,Balazs,1988-09-27,,78,180, Hungary,attila balazs,HUN, Right-Handed, Two-Handed Backhand
105438,inigo cervantes,Inigo,Cervantes,1989-11-30,2009,78,183, Spain,inigo cervantes,ESP, Right-Handed, Two-Handed Backhand
106207,mate pavic,Mate,Pavic,1993-07-04,,83,193, Croatia,mate pavic,CRO, Left-Handed, Two-Handed Backhand
105668,jerzy janowicz,Jerzy,Janowicz,1990-11-13,2007,94,203, Poland,jerzy janowicz,POL, Right-Handed, Two-Handed Backhand
104932,kenny de schepper,Kenny,De Schepper,1987-05-29,2010,104,203, France,kenny de schepper,FRA, Left-Handed, One-Handed Backhand
105477,marco trungelliti,Marco,Trungelliti,1990-01-31,2008,78,180, Argentina,marco trungelliti,ARG, Right-Handed, Two-Handed Backhand
105449,steve johnson,Steve,Johnson,1989-12-24,2012,86,188, USA,steve johnson,USA, Right-Handed, Two-Handed Backhand
104667,philipp oswald,Philipp,Oswald,1986-01-23,2005,96,201, Austria,philipp oswald,AUT, Right-Handed, One-Handed Backhand
105404,michael mcclune,Michael,McClune,1989-08-22,2007,84,188, USA,michael mcclune,USA, Right-Handed,
106261,dennis novikov,Dennis,Novikov,1993-11-06,2013,91,193, Russia,dennis novikov,USA, Right-Handed, Two-Handed Backhand
105614,bradley klahn,Bradley,Klahn,1990-08-20,2012,75,183, USA,bradley klahn,USA, Left-Handed, Two-Handed Backhand
104256,clement reix,Clement,Reix,1983-10-09,,,,,clement reix,FRA,,
104672,vincent millot,Vincent,Millot,1986-01-30,2007,75,173, France,vincent millot,FRA, Left-Handed, Two-Handed Backhand
105655,hiroki moriya,Hiroki,Moriya,1990-10-16,,65,170, Japan,hiroki moriya,JPN, Right-Handed, Two-Handed Backhand
105113,patrik rosenholm,Patrik,Rosenholm,1988-03-05,,85,178, Sweden,patrik rosenholm,SWE, Right-Handed, One-Handed Backhand
105357,john millman,John,Millman,1989-06-14,2006,79,183, Australia,john millman,AUS, Right-Handed, Two-Handed Backhand
105633,mohamed safwat,Mohamed,Safwat,1990-09-19,,82,183, Egypt,mohamed safwat,EGY, Right-Handed, Two-Handed Backhand
105286,greg jones,Greg,Jones,1989-01-31,2007,84,193, Australia,greg jones,AUS, Right-Handed,
104804,amir weintraub,Amir,Weintraub,1986-09-16,2005,81,188, Israel,amir weintraub,, Right-Handed, One-Handed Backhand
104516,arnau brugues davi,Arnau,Brugues-Davi,1985-03-05,2009,82,183, Barcelona,arnau brugues davi,ESP, Left-Handed, Two-Handed Backhand
106426,christian garin,Christian,Garin,1996-05-30,2013,85,185, Chile,christian garin,CHI, Right-Handed, Two-Handed Backhand
104970,matteo viola,Matteo,Viola,1987-07-07,2004,80,185, Italy,matteo viola,ITA, Right-Handed, Two-Handed Backhand
104651,martin alund,Martin,Alund,1985-12-26,,80,183, Argentina,martin alund,ARG, Right-Handed, One-Handed Backhand
105550,guido pella,Guido,Pella,1990-05-17,2007,83,185, Argentina,guido pella,ARG, Left-Handed, Two-Handed Backhand
106043,diego schwartzman,Diego,Schwartzman,1992-08-16,2010,64,170, Argentina,diego schwartzman,ARG, Right-Handed, Two-Handed Backhand
105733,rhyne williams,Rhyne,Williams,1991-03-22,2011,84,185, Tennessee,rhyne williams,USA, Right-Handed, Two-Handed Backhand
105967,henri laaksonen,Henri,Laaksonen,1992-03-31,2009,78,185, Finland,henri laaksonen,SUI, Right-Handed, Two-Handed Backhand
105807,pablo carreno busta,Pablo,Carreno Busta,1991-07-12,2009,78,188, Spain,pablo carreno busta,ESP, Right-Handed, Two-Handed Backhand
105671,gastao elias,Gastao,Elias,1990-11-24,2008,76,183, Portugal,gastao elias,POR, Right-Handed, Two-Handed Backhand
106401,nick kyrgios,Nick,Kyrgios,1995-04-27,2013,85,193, Australia,nick kyrgios,AUS, Right-Handed, Two-Handed Backhand
106298,lucas pouille,Lucas,Pouille,1994-02-23,2012,81,185, France,lucas pouille,FRA, Right-Handed, Two-Handed Backhand
105806,mirza basic,Mirza,Basic,1991-07-12,2012,88,188, Bosnia-Herzegovina,mirza basic,BIH, Right-Handed, Two-Handed Backhand
105554,daniel evans,Daniel,Evans,1990-05-23,2006,75,175, England,daniel evans,GBR, Right-Handed, One-Handed Backhand
106378,kyle edmund,Kyle,Edmund,1995-01-08,2012,83,188, South Africa,kyle edmund,GBR, Right-Handed, Two-Handed Backhand
105526,jan lennard struff,Jan-Lennard,Struff,1990-04-25,2009,87,196, Germany,jan lennard struff,GER, Right-Handed, Two-Handed Backhand
105472,nils langer,Nils,Langer,1990-01-25,,77,193, Germany,nils langer,GER, Right-Handed, One-Handed Backhand
103607,victor estrella burgos,Victor,Estrella Burgos,1980-08-02,2002,77,170, Dominican Republic,victor estrella burgos,DOM, Right-Handed, One-Handed Backhand
105877,emilio gomez,Emilio,Gomez,1991-11-28,,,,,emilio gomez,ECU, Right-Handed,
106328,christian harrison,Christian,Harrison,1994-05-29,,77,180, USA,christian harrison,USA, Right-Handed, Two-Handed Backhand
106290,filip peliwo,Filip,Peliwo,1994-01-30,2013,72,180, Canada,filip peliwo,CAN, Right-Handed, Two-Handed Backhand
105376,peter gojowczyk,Peter,Gojowczyk,1989-07-15,2006,83,188, Germany,peter gojowczyk,GER, Right-Handed, Two-Handed Backhand
105916,marton fucsovics,Marton,Fucsovics,1992-02-08,2010,82,188, Hungary,marton fucsovics,HUN, Right-Handed, Two-Handed Backhand
111575,karen khachanov,Karen,Khachanov,1996-05-21,2013,88,198, Russia,karen khachanov,RUS, Right-Handed, Two-Handed Backhand
105080,miloslav mecir,Miloslav,Mecir,1988-01-20,,88,196, Czech Republic,miloslav mecir,SVK, Right-Handed, Two-Handed Backhand
103708,jaroslav pospisil,Jaroslav,Pospisil,1981-02-09,,72,178, Czech Republic,jaroslav pospisil,CZE, Right-Handed, Two-Handed Backhand
105732,pierre hugues herbert,Pierre-Hugues,Herbert,1991-03-18,2010,75,188, France,pierre hugues herbert,FRA, Right-Handed, Two-Handed Backhand
106210,jiri vesely,Jiri,Vesely,1993-07-10,2009,92,198, Czech Republic,jiri vesely,CZE, Left-Handed, Two-Handed Backhand
106368,ramkumar ramanathan,Ramkumar,Ramanathan,1994-11-08,,77,188, India,ramkumar ramanathan,IND, Right-Handed, Two-Handed Backhand
106000,damir dzumhur,Damir,Dzumhur,1992-05-20,2011,70,175, Bosnia-Herzegovina,damir dzumhur,BIH, Right-Handed, Two-Handed Backhand
105641,blaz rola,Blaz,Rola,1990-10-05,2013,85,193, Slovenia,blaz rola,SLO, Left-Handed, Two-Handed Backhand
106423,thanasi kokkinakis,Thanasi,Kokkinakis,1996-04-10,2013,82,196, Australia,thanasi kokkinakis,AUS, Right-Handed, Two-Handed Backhand
106121,taro daniel,Taro,Daniel,1993-01-27,2010,76,191, USA,taro daniel,JPN, Right-Handed, Two-Handed Backhand
105292,alejandro gonzalez,Alejandro,Gonzalez,1989-02-07,2006,83,191, Colombia,alejandro gonzalez,COL, Right-Handed, Two-Handed Backhand
106148,roberto carballes baena,Roberto,Carballes Baena,1993-03-23,2011,76,180, Spain,roberto carballes baena,ESP, Right-Handed, Two-Handed Backhand
104873,aleksandr nedovyesov,Aleksandr,Nedovyesov,1987-02-15,2005,81,193, Ukraine,aleksandr nedovyesov,KAZ, Right-Handed, Two-Handed Backhand
110748,nikola milojevic,Nikola,Milojevic,1995-06-19,,76,188, Serbia,nikola milojevic,SRB, Right-Handed, Two-Handed Backhand
106243,mate delic,Mate,Delic,1993-04-29,,86,196, Croatia,mate delic,CRO, Right-Handed, Two-Handed Backhand
106186,jason kubler,Jason,Kubler,1993-05-19,,74,178, Australia,jason kubler,AUS, Right-Handed, Two-Handed Backhand
105678,axel michon,Axel,Michon,1990-12-16,,,,,axel michon,FRA,,
106291,luke saville,Luke,Saville,1994-01-02,,83,188, Australia,luke saville,AUS, Right-Handed, Two-Handed Backhand
105047,tim puetz,Tim,Puetz,1987-11-19,,78,185, Germany,tim puetz,GER, Right-Handed,
105302,ante pavic,Ante,Pavic,1989-03-07,,96,196, Croatia,ante pavic,CRO, Right-Handed, Two-Handed Backhand
105872,christian lindell,Christian,Lindell,1991-11-20,,87,193, Brazil,christian lindell,SWE, Right-Handed, Two-Handed Backhand
105430,radu albot,Radu,Albot,1989-11-11,2008,69,175, Moldova,radu albot,MDA, Right-Handed, Two-Handed Backhand
111200,elias ymer,Elias,Ymer,1996-04-10,2014,78,183, Sweden,elias ymer,SWE, Right-Handed, Two-Handed Backhand
105952,renzo olivo,Renzo,Olivo,1992-03-15,2009,73,180, Argentina,renzo olivo,ARG, Right-Handed, Two-Handed Backhand
105572,austin krajicek,Austin,Krajicek,1990-06-16,2012,79,188, USA,austin krajicek,USA, Left-Handed, Two-Handed Backhand
105161,yann marti,Yann,Marti,1988-06-07,,74,173, Switzerland,yann marti,SUI, Right-Handed, Two-Handed Backhand
106053,philipp davydenko,Philipp,Davydenko,1992-09-02,,81,183, Russia,philipp davydenko,RUS, Right-Handed, One-Handed Backhand
100644,alexander zverev,Alexander,Zverev,1997-04-20,2013,86,198, Germany,alexander zverev,GER, Right-Handed, Two-Handed Backhand
106432,borna coric,Borna,Coric,1996-11-14,2013,79,185, Croatia,borna coric,CRO, Right-Handed, Two-Handed Backhand
105934,chuhan wang,Chuhan,Wang,1992-02-24,,75,188, China,chuhan wang,CHN, Right-Handed, Two-Handed Backhand
105932,nikoloz basilashvili,Nikoloz,Basilashvili,1992-02-23,2008,79,185, Georgia,nikoloz basilashvili,GEO, Right-Handed, Two-Handed Backhand
105030,michael venus,Michael,Venus,1987-10-16,2009,85,191, New Zealand,michael venus,NZL, Right-Handed, Two-Handed Backhand
105589,gerald melzer,Gerald,Melzer,1990-07-13,2007,80,188, Austria,gerald melzer,AUT, Left-Handed, Two-Handed Backhand
111797,nicolas jarry,Nicolas,Jarry,1995-10-11,2014,90,198, Chile,nicolas jarry,CHI, Right-Handed, Two-Handed Backhand
111577,jared donaldson,Jared,Donaldson,1996-10-09,2014,75,188, USA,jared donaldson,USA, Right-Handed, Two-Handed Backhand
104563,luca vanni,Luca,Vanni,1985-06-04,,94,198, Italy,luca vanni,ITA, Right-Handed, Two-Handed Backhand
126094,andrey rublev,Andrey,Rublev,1997-10-20,2014,68,188, Russia,andrey rublev,RUS, Right-Handed, Two-Handed Backhand
106415,yoshihito nishioka,Yoshihito,Nishioka,1995-09-27,2014,64,170, Japan,yoshihito nishioka,JPN, Left-Handed, Two-Handed Backhand
106032,facundo arguello,Facundo,Arguello,1992-08-04,,77,178, Argentina,facundo arguello,ARG, Right-Handed, Two-Handed Backhand
105819,guido andreozzi,Guido,Andreozzi,1991-08-05,2010,77,183, Argentina,guido andreozzi,ARG, Right-Handed, Two-Handed Backhand
111202,hyeon chung,Hyeon,Chung,1996-05-19,2014,87,188, South Korea,hyeon chung,KOR, Right-Handed, Two-Handed Backhand
105963,arthur de greef,Arthur,De Greef,1992-03-27,2010,73,183, Belgium,arthur de greef,BEL, Right-Handed, Two-Handed Backhand
105254,nikola mektic,Nikola,Mektic,1988-12-24,2008,80,183, Croatia,nikola mektic,CRO, Right-Handed, Two-Handed Backhand
106390,matteo donati,Matteo,Donati,1995-02-28,2013,74,185, Italy,matteo donati,ITA, Right-Handed, Two-Handed Backhand
105917,gianni mina,Gianni,Mina,1992-02-09,,85,188, Guadeloupe,gianni mina,FRA, Right-Handed, Two-Handed Backhand
105063,andrea arnaboldi,Andrea,Arnaboldi,1987-12-27,2006,72,180, Italy,andrea arnaboldi,ITA, Left-Handed, One-Handed Backhand
126203,taylor fritz,Taylor,Fritz,1997-10-28,2015,84,193, USA,taylor fritz,USA, Right-Handed, Two-Handed Backhand
106281,liam broady,Liam,Broady,1994-01-04,2014,78,183, Great Britain,liam broady,GBR, Left-Handed, Two-Handed Backhand
105441,john patrick smith,John-Patrick,Smith,1989-01-24,2012,84,188, Australia,john patrick smith,AUS, Left-Handed, Two-Handed Backhand
105269,marcelo demoliner,Marcelo,Demoliner,1989-01-18,,86,191, Brazil,marcelo demoliner,BRA, Right-Handed, One-Handed Backhand
105512,alexander sarkissian,Alexander,Sarkissian,1990-04-03,2014,79,191, USA,alexander sarkissian,USA, Right-Handed, Two-Handed Backhand
104629,adrian menendez maceiras,Adrian,Menendez-Maceiras,1985-10-28,2005,75,183, Spain,adrian menendez maceiras,ESP, Right-Handed, Two-Handed Backhand
123755,daniel elahi galan,Daniel Elahi,Galan,1996-06-18,2015,72,191, Colombia,daniel elahi galan,COL, Right-Handed, Two-Handed Backhand
105826,alejandro gomez,Alejandro,Gomez,1991-08-14,2015,85,183, Colombia,alejandro gomez,COL, Right-Handed, Two-Handed Backhand
105542,bastian trinker,Bastian,Trinker,1990-05-11,,83,191,Portschach Am Worthersee,bastian trinker,AUT, Right-Handed, One-Handed Backhand
144719,jaume munar,Jaume,Munar,1997-05-05,2014,78,183, Spain,jaume munar,ESP, Right-Handed, Two-Handed Backhand
110602,dennis novak,Dennis,Novak,1993-08-28,2011,80,183, Austria,dennis novak,AUT, Right-Handed, Two-Handed Backhand
126207,frances tiafoe,Frances,Tiafoe,1998-01-20,2015,77,188, USA,frances tiafoe,USA, Right-Handed, Two-Handed Backhand
111190,zhizhen zhang,Zhizhen,Zhang,1996-10-16,2012,87,193, China,zhizhen zhang,CHN, Right-Handed, Two-Handed Backhand
106234,aslan karatsev,Aslan,Karatsev,1993-09-04,,,,,aslan karatsev,RUS, Right-Handed, Two-Handed Backhand
105341,thomas fabbiano,Thomas,Fabbiano,1989-05-26,2005,69,173, Italy,thomas fabbiano,ITA, Right-Handed, Two-Handed Backhand
105881,matthew barton,Matthew,Barton,1991-12-18,2009,85,191, Australia,matthew barton,AUS, Right-Handed, Two-Handed Backhand
111442,jordan thompson,Jordan,Thompson,1994-04-20,2013,73,183, Australia,jordan thompson,AUS, Right-Handed, Two-Handed Backhand
111511,noah rubin,Noah,Rubin,1996-02-21,2015,68,175, USA,noah rubin,USA, Right-Handed, Two-Handed Backhand
111460,quentin halys,Quentin,Halys,1996-10-26,2012,78,191, France,quentin halys,FRA, Right-Handed, Two-Handed Backhand
117357,omar jasika,Omar,Jasika,1997-05-18,,60,183, Australia,omar jasika,AUS, Left-Handed, Two-Handed Backhand
105413,andrej martin,Andrej,Martin,1989-09-20,,72,180, Slovak Republic,andrej martin,SVK, Right-Handed,
106329,thiago monteiro,Thiago,Monteiro,1994-05-31,2011,78,183, Brazil,thiago monteiro,BRA, Left-Handed, Two-Handed Backhand
106216,bjorn fratangelo,Bjorn,Fratangelo,1993-07-19,2012,79,183, USA,bjorn fratangelo,USA, Right-Handed, Two-Handed Backhand
106075,jozef kovalik,Jozef,Kovalik,1992-11-04,,82,183, Slovakia,jozef kovalik,SVK, Right-Handed, Two-Handed Backhand
126205,tommy paul,Tommy,Paul,1997-05-17,2015,78,185, USA,tommy paul,USA, Right-Handed, Two-Handed Backhand
106065,marco cecchinato,Marco,Cecchinato,1992-09-30,2010,78,185, Italy,marco cecchinato,ITA, Right-Handed, One-Handed Backhand
106361,adam pavlasek,Adam,Pavlasek,1994-10-08,2012,76,185, Czech Republic,adam pavlasek,CZE, Right-Handed, Two-Handed Backhand
106288,mathias bourgue,Mathias,Bourgue,1994-01-18,,83,188, France,mathias bourgue,FRA, Right-Handed, Two-Handed Backhand
111578,stefan kozlov,Stefan,Kozlov,1998-02-01,2013,79,183, Macedonia,stefan kozlov,USA, Right-Handed, Two-Handed Backhand
106421,daniil medvedev,Daniil,Medvedev,1996-02-11,2014,81,198, Russia,daniil medvedev,RUS, Right-Handed, Two-Handed Backhand
124014,ernesto escobedo,Ernesto,Escobedo,1996-07-04,2014,82,185, USA,ernesto escobedo,USA, Right-Handed, Two-Handed Backhand
105650,marcus willis,Marcus,Willis,1990-10-09,2007,91,191, Great Britain,marcus willis,GBR, Left-Handed, Two-Handed Backhand
123921,calvin hemery,Calvin,Hemery,1995-01-28,2013,85,188, France,calvin hemery,FRA, Right-Handed, Two-Handed Backhand
144797,carl soderlund,Carl,Soderlund,1997-06-03,,80,188, Sweden,carl soderlund,SWE, Right-Handed, Two-Handed Backhand
106044,nicolas kicker,Nicolas,Kicker,1992-08-16,2009,75,178, Argentina,nicolas kicker,ARG, Right-Handed, One-Handed Backhand
144923,louis wessels,Louis,Wessels,1998-08-27,,89,201, Germany,louis wessels,GER, Right-Handed, Two-Handed Backhand
103902,jan mertl,Jan,Mertl,1982-01-03,2002,84,191, Czech Republic,jan mertl,CZE, Right-Handed, Two-Handed Backhand
106137,tristan lamasine,Tristan,Lamasine,1993-03-05,2010,69,183, France,tristan lamasine,FRA, Right-Handed, Two-Handed Backhand
105677,nikola cacic,Nikola,Cacic,1990-12-07,,75,185,Bosnia/Herzegovina,nikola cacic,SRB, Right-Handed, Two-Handed Backhand
105731,steven diez,Steven,Diez,1991-03-17,,76,178, Canada,steven diez,CAN, Right-Handed, Two-Handed Backhand
133430,denis shapovalov,Denis,Shapovalov,1999-04-15,2017,75,183, Israel,denis shapovalov,CAN, Left-Handed, One-Handed Backhand
124187,reilly opelka,Reilly,Opelka,1997-08-28,2015,100,211, USA,reilly opelka,USA, Right-Handed, Two-Handed Backhand
105596,jan satral,Jan,Satral,1990-07-24,2010,82,188, Czech Republic,jan satral,CZE, Right-Handed, Two-Handed Backhand
105842,di wu,Di,Wu,1991-09-14,2009,65,173, China,di wu,CHN, Right-Handed, Two-Handed Backhand
106225,andrew whittington,Andrew,Whittington,1993-08-11,,82,188, Australia,andrew whittington,AUS, Right-Handed, Two-Handed Backhand
122330,alexander bublik,Alexander,Bublik,1997-06-17,2014,76,196, Russia,alexander bublik,KAZ, Right-Handed, Two-Handed Backhand
144707,mikael ymer,Mikael,Ymer,1998-09-09,2015,75,183, Sweden,mikael ymer,SWE, Right-Handed, Two-Handed Backhand
200282,alex de minaur,Alex,De Minaur,1999-02-17,2015,69,180, Australia,alex de minaur,AUS, Right-Handed, Two-Handed Backhand
105943,federico gaio,Federico,Gaio,1992-03-05,2009,84,180, Italy,federico gaio,ITA, Right-Handed, One-Handed Backhand
105985,darian king,Darian,King,1992-04-26,2010,77,188, Barbados,darian king,BAR, Right-Handed, Two-Handed Backhand
105613,norbert gombos,Norbert,Gombos,1990-08-13,2009,85,196, Slovakia,norbert gombos,SVK, Right-Handed, Two-Handed Backhand
134770,casper ruud,Casper,Ruud,1998-12-22,2015,77,183, Norway,casper ruud,NOR, Right-Handed, Two-Handed Backhand
111513,laslo djere,Laslo,Djere,1995-06-02,2013,80,185, Serbia,laslo djere,SRB, Right-Handed, Two-Handed Backhand
144760,amine ahouda,Amine,Ahouda,1997-09-11,2013,76,185, Morocco,amine ahouda,MAR, Right-Handed, Two-Handed Backhand
106420,gianluigi quinzi,Gianluigi,Quinzi,1996-02-01,2010,84,191, Italy,gianluigi quinzi,ITA, Left-Handed, Two-Handed Backhand
106393,frederico ferreira silva,Frederico,Ferreira Silva,1995-03-18,,,,,frederico ferreira silva,POR, Left-Handed, Two-Handed Backhand
106249,joao domingues,Joao,Domingues,1993-10-05,2013,70,, Portugal,joao domingues,POR, Right-Handed, Two-Handed Backhand
105155,pedro sousa,Pedro,Sousa,1988-05-27,2007,70,178, Portugal,pedro sousa,POR, Right-Handed, Two-Handed Backhand
105870,yannick hanfmann,Yannick,Hanfmann,1991-11-13,2015,86,193, Germany,yannick hanfmann,GER, Right-Handed, Two-Handed Backhand
126127,benjamin bonzi,Benjamin,Bonzi,1996-06-09,2014,75,183, France,benjamin bonzi,FRA, Right-Handed, Two-Handed Backhand
109303,stefano napolitano,Stefano,Napolitano,1995-04-11,2012,89,196, Italy,stefano napolitano,ITA, Right-Handed, Two-Handed Backhand
127157,daniel altmaier,Daniel,Altmaier,1998-09-12,2014,88,191, Germany,daniel altmaier,GER, Right-Handed, One-Handed Backhand
111815,cameron norrie,Cameron,Norrie,1995-08-23,2017,80,188, South Africa,cameron norrie,GBR, Left-Handed, Two-Handed Backhand
124116,sebastian ofner,Sebastian,Ofner,1996-05-12,2015,81,191, Austria,sebastian ofner,AUT, Right-Handed, Two-Handed Backhand
117361,akira santillan,Akira,Santillan,1997-05-22,2013,77,180, Japan,akira santillan,AUS, Right-Handed, One-Handed Backhand
111153,christopher eubanks,Christopher,Eubanks,1996-05-05,2017,82,201, USA,christopher eubanks,USA, Right-Handed, One-Handed Backhand
105163,gleb sakharov,Gleb,Sakharov,1988-06-10,2005,78,185, Uzbekistan,gleb sakharov,FRA, Right-Handed, Two-Handed Backhand
105181,miljan zekic,Miljan,Zekic,1988-07-12,,79,185, Serbia,miljan zekic,SRB, Right-Handed, Two-Handed Backhand
105960,evan king,Evan,King,1992-03-25,2013,79,185, USA,evan king,USA, Left-Handed, Two-Handed Backhand
105815,tennys sandgren,Tennys,Sandgren,1991-07-22,2011,87,188, USA,tennys sandgren,USA, Right-Handed, Two-Handed Backhand
106283,mitchell krueger,Mitchell,Krueger,1994-01-12,2012,82,188, USA,mitchell krueger,USA, Right-Handed, Two-Handed Backhand
105882,stefano travaglia,Stefano,Travaglia,1991-12-28,2008,80,185, Italy,stefano travaglia,ITA, Right-Handed, Two-Handed Backhand
120424,yannick maden,Yannick,Maden,1989-10-28,2013,68,185, Germany,yannick maden,GER, Right-Handed, Two-Handed Backhand
106034,yasutaka uchiyama,Yasutaka,Uchiyama,1992-08-05,2011,78,183, Japan,yasutaka uchiyama,JPN, Right-Handed, Two-Handed Backhand
126774,stefanos tsitsipas,Stefanos,Tsitsipas,1998-08-12,2016,83,191, Greece,stefanos tsitsipas,GRE, Right-Handed, One-Handed Backhand
111581,michael mmoh,Michael,Mmoh,1998-01-10,2016,85,185, Saudi Arabia,michael mmoh,USA, Right-Handed, Two-Handed Backhand
126610,matteo berrettini,Matteo,Berrettini,1996-04-12,2015,85,193, Italy,matteo berrettini,ITA, Right-Handed, Two-Handed Backhand
106120,ricardo ojeda lara,Ricardo,Ojeda Lara,1993-01-26,,76,180,El Puerto De Santa Marfa,ricardo ojeda lara,ESP, Right-Handed, Two-Handed Backhand
125802,ilya ivashka,Ilya,Ivashka,1994-02-24,2013,83,191, Belarus,ilya ivashka,BLR, Right-Handed, Two-Handed Backhand
111456,mackenzie mcdonald,Mackenzie,McDonald,1995-04-16,2016,66,178, USA,mackenzie mcdonald,USA, Right-Handed, Two-Handed Backhand
109739,maximilian marterer,Maximilian,Marterer,1995-06-15,2015,84,191, Germany,maximilian marterer,GER, Left-Handed, Two-Handed Backhand
132283,lorenzo sonego,Lorenzo,Sonego,1995-05-11,,73,, Italy,lorenzo sonego,ITA, Right-Handed, Two-Handed Backhand
126535,carlos taberner,Carlos,Taberner,1997-08-08,2015,78,183, Spain,carlos taberner,ESP, Right-Handed, Two-Handed Backhand
144895,corentin moutet,Corentin,Moutet,1999-04-19,2016,68,175, France,corentin moutet,FRA, Left-Handed, Two-Handed Backhand
105933,roberto quiroz,Roberto,Quiroz,1992-02-23,2014,88,193, Ecuador,roberto quiroz,ECU, Left-Handed, Two-Handed Backhand
104156,sunil kumar,Sunil,Kumar,1983-04-04,,,,,sunil kumar,IND, Right-Handed,
102689,martin spottl,Martin,Spottl,1975-11-23,1994,76,180, Austria,martin spottl,AUT, Right-Handed,
102198,paul kilderry,Paul,Kilderry,1973-04-11,,82,175, Australia,paul kilderry,AUS, Right-Handed,
102982,yaoki ishii,Yaoki,Ishii,1977-04-29,,,,,yaoki ishii,JPN, Right-Handed,
102956,sultan khalfan,Sultan,Khalfan,1977-03-16,,,,,sultan khalfan,QAT, Right-Handed,
102023,petr luxa,Petr,Luxa,1972-03-03,1993,85,191, Czech Republic,petr luxa,CZE, Right-Handed,
101439,javier sanchez,Javier,Sanchez,1968-02-01,1986,70,178, Spain,javier sanchez,ESP, Right-Handed,
102239,francisco costa,Francisco,Costa,1973-06-28,1994,81,180, Brazil,francisco costa,BRA, Right-Handed,
101463,bernd karbacher,Bernd,Karbacher,1968-04-03,1989,73,185, Germany,bernd karbacher,GER, Right-Handed,
101900,nicklas kulti,Nicklas,Kulti,1971-04-22,1989,88,191, Sweden,nicklas kulti,SWE, Right-Handed,
101703,guillaume raoux,Guillaume,Raoux,1970-02-14,1989,77,180, France,guillaume raoux,FRA, Right-Handed,
102795,scott humphries,Scott,Humphries,1976-05-26,1995,82,185, USA,scott humphries,USA, Right-Handed,
101263,luke jensen,Luke,Jensen,1966-06-18,1987,86,191, MI,luke jensen,USA, Ambidextrous,
101956,mark knowles,Mark,Knowles,1971-09-04,1992,88,191, Bahamas,mark knowles,BAH, Right-Handed,
101890,jonathan stark,Jonathan,Stark,1971-04-03,1991,84,188, USA,jonathan stark,USA, Right-Handed,
102655,jimy szymanski,Jimy,Szymanski,1975-09-15,1994,77,175, Venezuela,jimy szymanski,VEN, Right-Handed,
104027,pablo gonzalez,Pablo,Gonzalez,1982-07-02,2001,73,178, Colombia,pablo gonzalez,COL, Right-Handed,
101167,jaime cortes,Jaime,Cortes,1965-07-26,,,,,jaime cortes,COL, Right-Handed,
103834,levar harper griffith,Levar,Harper-Griffith,1981-09-04,,74,, U.S.A.,levar harper griffith,, Right-Handed,
101731,nuno marques,Nuno,Marques,1970-04-09,,81,191, Portugal,nuno marques,POR, Left-Handed,
102984,martin garcia,Martin,Garcia,1977-05-02,1996,75,191, Argentina,martin garcia,ARG, Right-Handed,
103381,andy fahlke,Andy,Fahlke,1979-05-30,1996,82,185, Germany,andy fahlke,GER, Right-Handed,
102755,alex witt,Alex,Witt,1976-03-21,,,,,alex witt,USA, Right-Handed,
102501,johan landsberg,Johan,Landsberg,1974-12-30,1997,82,183, Sweden,johan landsberg,SWE, Right-Handed,
103061,jan boruszewski,Jan,Boruszewski,1977-10-02,,,,,jan boruszewski,GER, Right-Handed,
102572,igor gaudi,Igor,Gaudi,1975-04-10,1993,76,188, Italy,igor gaudi,ITA, Right-Handed,
102405,mahesh bhupathi,Mahesh,Bhupathi,1974-06-07,1995,88,185, India,mahesh bhupathi,IND, Right-Handed,
102457,miles maclagan,Miles,MacLagan,1974-09-23,1993,79,180,Zambia,miles maclagan,GBR, Right-Handed,
102961,nicklas timfjord,Nicklas,Timfjord,1977-03-18,,75,180,,nicklas timfjord,SWE, Right-Handed,
103348,timo fleischfresser,Timo,Fleischfresser,1979-03-23,,,,,timo fleischfresser,GER,,
102463,lucas arnold ker,Lucas,Arnold Ker,1974-10-12,1994,76,180, Argentina,lucas arnold ker,ARG, Right-Handed,
102458,jim thomas,Jim,Thomas,1974-09-24,1996,91,193, USA,jim thomas,USA, Right-Handed,
102617,kim tiilikainen,Kim,Tiilikainen,1975-07-08,1994,70,180,,kim tiilikainen,FIN, Right-Handed,
101382,marcelo filippini,Marcelo,Filippini,1967-08-04,1987,66,178, Uruguay,marcelo filippini,URU, Right-Handed,
102600,david miketa,David,Miketa,1975-06-04,1993,77,183, Czech Republic,david miketa,CZE, Right-Handed,
104282,dennis peschek,Dennis,Peschek,1984-01-06,,,,,dennis peschek,GER,,
